제주시,쇼핑,내국인관광객,50대,남,201805,4287,10054,163037520
제주시,유흥,제주도민,60대이상,여,201805,22,27,4189500
제주시,유흥,제주도민,60대이상,남,201805,116,180,24250900
제주시,유흥,제주도민,50대,여,201805,35,41,5902000
제주시,유흥,제주도민,50대,남,201805,245,366,69866800
제주시,유흥,제주도민,40대,여,201805,74,80,5025100
제주시,유흥,제주도민,40대,남,201805,244,420,71293420
제주시,유흥,제주도민,30대,여,201805,57,81,5218700
제주시,유흥,제주도민,30대,남,201805,134,207,24450800
제주시,유흥,제주도민,20대미만,여,201805,1,1,64000
제주시,유흥,제주도민,60대이상,여,201806,21,23,2115300
제주시,유흥,제주도민,60대이상,남,201806,109,178,26986300
제주시,유흥,제주도민,50대,여,201806,44,57,5960800
제주시,유흥,제주도민,50대,남,201806,210,375,64371400
제주시,유흥,제주도민,40대,여,201806,70,88,6285600
제주시,유흥,제주도민,40대,남,201806,224,347,56415800
제주시,유흥,제주도민,30대,여,201806,73,90,5313200
제주시,유흥,제주도민,30대,남,201806,135,213,25593000
제주시,유흥,제주도민,20대미만,남,201806,4,4,264000
제주시,유흥,제주도민,20대,여,201806,54,56,1930600
제주시,유흥,제주도민,60대이상,여,201807,22,26,3374600
제주시,유흥,제주도민,60대이상,남,201807,101,182,26235100
제주시,유흥,제주도민,50대,여,201807,51,65,4564800
제주시,유흥,제주도민,50대,남,201807,231,426,75358600
제주시,유흥,제주도민,40대,여,201807,77,90,6274600
제주시,유흥,제주도민,40대,남,201807,237,350,57008700
제주시,유흥,제주도민,30대,여,201807,58,79,5627500
제주시,유흥,제주도민,30대,남,201807,145,210,25718100
제주시,유흥,제주도민,20대미만,남,201807,5,10,533700
제주시,유흥,제주도민,20대,여,201807,67,78,2812800
제주시,유흥,제주도민,60대이상,여,201808,20,33,3893700
제주시,유흥,제주도민,60대이상,남,201808,110,168,23948500
제주시,유흥,제주도민,50대,여,201808,59,74,7375100
제주시,유흥,제주도민,50대,남,201808,253,421,75250200
제주시,유흥,제주도민,40대,여,201808,87,104,8177000
제주시,유흥,제주도민,40대,남,201808,230,384,68311300
제주시,유흥,제주도민,30대,여,201808,67,79,6843100
제주시,유흥,제주도민,30대,남,201808,142,197,25714000
제주시,유흥,제주도민,20대미만,남,201808,6,14,458900
제주시,유흥,제주도민,20대,여,201808,58,64,2889000
제주시,유흥,제주도민,60대이상,여,201809,25,33,4623500
제주시,유흥,제주도민,60대이상,남,201809,128,224,32018700
제주시,유흥,제주도민,50대,여,201809,68,93,9573500
제주시,유흥,제주도민,50대,남,201809,275,486,84381608
제주시,유흥,제주도민,40대,여,201809,104,139,15085600
제주시,유흥,제주도민,40대,남,201809,272,463,82661060
제주시,유흥,제주도민,30대,여,201809,66,76,4291100
제주시,유흥,제주도민,30대,남,201809,137,232,34635100
제주시,유흥,제주도민,20대미만,여,201809,2,2,109800
제주시,유흥,제주도민,20대미만,남,201809,3,4,540000
제주시,유흥,제주도민,60대이상,여,201810,26,44,6860800
제주시,유흥,제주도민,60대이상,남,201810,102,176,30784100
제주시,유흥,제주도민,50대,여,201810,39,59,6242000
제주시,유흥,제주도민,50대,남,201810,261,505,85879300
제주시,유흥,제주도민,40대,여,201810,76,104,10283900
제주시,유흥,제주도민,40대,남,201810,232,364,62368800
제주시,유흥,제주도민,30대,여,201810,72,83,4414500
제주시,유흥,제주도민,30대,남,201810,139,208,26336200
제주시,유흥,제주도민,20대미만,남,201810,2,4,680000
제주시,유흥,제주도민,20대,여,201810,51,62,1853100
제주시,유흥,제주도민,60대이상,여,201811,23,30,3580500
제주시,유흥,제주도민,60대이상,남,201811,99,165,26873200
제주시,유흥,제주도민,50대,여,201811,36,53,6089000
제주시,유흥,제주도민,50대,남,201811,244,464,82340800
제주시,유흥,제주도민,40대,여,201811,82,123,14002200
제주시,유흥,제주도민,40대,남,201811,224,351,68774400
제주시,유흥,제주도민,30대,여,201811,51,55,2249700
제주시,유흥,제주도민,30대,남,201811,104,163,18451600
제주시,유흥,제주도민,20대미만,남,201811,3,4,124000
제주시,유흥,제주도민,20대,여,201811,45,49,1943600
제주시,유흥,제주도민,60대이상,여,201812,23,29,4240100
제주시,유흥,제주도민,60대이상,남,201812,114,190,27414000
제주시,유흥,제주도민,50대,여,201812,52,71,6848000
제주시,유흥,제주도민,50대,남,201812,259,458,91468500
제주시,유흥,제주도민,40대,여,201812,77,99,10021600
제주시,유흥,제주도민,40대,남,201812,238,375,63455500
제주시,유흥,제주도민,30대,여,201812,43,61,8359000
제주시,유흥,제주도민,30대,남,201812,129,188,25670700
제주시,유흥,제주도민,20대미만,남,201812,1,3,680000
제주시,유흥,제주도민,20대,여,201812,38,43,2391000
