년월,시도명,읍면동명,업종명,이용금액,총 유동인구,데이터기준일자
2018-08,제주시,조천읍,관광 민예품 및 선물용품 소매업,48968100,25405786.35,2020-12-15
2018-08,제주시,조천읍,과실 및 채소 소매업,30179000,25405786.35,2020-12-15
2018-08,제주시,한경면,서양식 음식점업,54734860,7221706.637999999,2020-12-15
2018-08,제주시,한경면,수산물 소매업,7552000,7221706.637999999,2020-12-15
2018-08,제주시,한경면,슈퍼마켓,108649450,7221706.637999999,2020-12-15
2018-08,제주시,한경면,스포츠 및 레크레이션 용품 임대업,1411500,7221706.637999999,2020-12-15
2018-08,제주시,화북동,빵 및 과자류 소매업,61077050,25476462.12,2020-12-15
2018-08,제주시,화북동,비알콜 음료점업,4890500,25476462.12,2020-12-15
2018-08,제주시,화북동,기타음식료품위주종합소매업,140500,25476462.12,2020-12-15
2018-08,제주시,화북동,기타 주점업,12990000,25476462.12,2020-12-15
2018-08,제주시,화북동,기타 외국식 음식점업,40672900,25476462.12,2020-12-15
2018-08,제주시,화북동,기타 대형 종합 소매업,405318950,25476462.12,2020-12-15
2018-08,제주시,화북동,서양식 음식점업,11551900,25476462.12,2020-12-15
2018-08,제주시,화북동,그외 기타 종합 소매업,1840000,25476462.12,2020-12-15
2018-08,제주시,화북동,과실 및 채소 소매업,46551936,25476462.12,2020-12-15
2018-08,제주시,화북동,건강보조식품 소매업,17909520,25476462.12,2020-12-15
2018-08,제주시,한림읍,휴양콘도 운영업,31630822,24467323.12,2020-12-15
2018-08,제주시,한림읍,화장품 및 방향제 소매업,10262180,24467323.12,2020-12-15
2018-08,제주시,한림읍,한식 음식점업,1561358555,24467323.12,2020-12-15
2018-08,제주시,한림읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",53956050,24467323.12,2020-12-15
2018-08,제주시,화북동,관광 민예품 및 선물용품 소매업,271500,25476462.12,2020-12-15
2018-08,제주시,화북동,수산물 소매업,28573525,25476462.12,2020-12-15
2018-08,제주시,화북동,슈퍼마켓,211013450,25476462.12,2020-12-15
2018-08,제주시,화북동,스포츠 및 레크레이션 용품 임대업,19234000,25476462.12,2020-12-15
2018-08,제주시,봉개동,골프장 운영업,267321810,6185946.151000001,2020-12-15
2018-08,제주시,화북동,화장품 및 방향제 소매업,26448420,25476462.12,2020-12-15
2018-08,제주시,화북동,한식 음식점업,639067570,25476462.12,2020-12-15
2018-08,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",54116810,25476462.12,2020-12-15
2018-08,제주시,화북동,체인화 편의점,190423360,25476462.12,2020-12-15
2018-08,제주시,화북동,차량용 주유소 운영업,860405397,25476462.12,2020-12-15
2018-08,제주시,화북동,차량용 가스 충전업,90730135,25476462.12,2020-12-15
2018-08,제주시,화북동,중식 음식점업,32295308,25476462.12,2020-12-15
2018-08,제주시,화북동,전시 및 행사 대행업,346300,25476462.12,2020-12-15
2018-08,제주시,화북동,자동차 임대업,14126400,25476462.12,2020-12-15
2018-08,제주시,화북동,일식 음식점업,15514000,25476462.12,2020-12-15
2018-08,제주시,화북동,육류 소매업,50687210,25476462.12,2020-12-15
2018-08,제주시,화북동,욕탕업,11421500,25476462.12,2020-12-15
2018-08,제주시,화북동,여행사업,21592144,25476462.12,2020-12-15
2018-08,제주시,화북동,여관업,50000,25476462.12,2020-12-15
2018-08,제주시,한림읍,체인화 편의점,389136920,24467323.12,2020-12-15
2018-08,제주시,일도2동,서양식 음식점업,34795320,29050719.38,2020-12-15
2018-08,제주시,한림읍,차량용 주유소 운영업,621580834,24467323.12,2020-12-15
2018-08,제주시,한림읍,중식 음식점업,82078700,24467323.12,2020-12-15
2018-08,제주시,한림읍,골프장 운영업,465069066,24467323.12,2020-12-15
2018-08,제주시,한림읍,건강보조식품 소매업,2960000,24467323.12,2020-12-15
2018-08,제주시,한경면,휴양콘도 운영업,8737440,7221706.637999999,2020-12-15
2018-08,제주시,한경면,한식 음식점업,380437899,7221706.637999999,2020-12-15
2018-08,제주시,한경면,"피자, 햄버거, 샌드위치 및 유사 음식점업",22306800,7221706.637999999,2020-12-15
2018-08,제주시,한경면,체인화 편의점,87378680,7221706.637999999,2020-12-15
2018-08,제주시,한림읍,과실 및 채소 소매업,63719000,24467323.12,2020-12-15
2018-08,제주시,한경면,차량용 주유소 운영업,250106280,7221706.637999999,2020-12-15
2018-08,제주시,한경면,중식 음식점업,28508000,7221706.637999999,2020-12-15
2018-08,제주시,한경면,전시 및 행사 대행업,21969300,7221706.637999999,2020-12-15
2018-08,제주시,한경면,일식 음식점업,21311500,7221706.637999999,2020-12-15
2018-08,제주시,한경면,육류 소매업,8607100,7221706.637999999,2020-12-15
2018-08,제주시,한경면,욕탕업,618500,7221706.637999999,2020-12-15
2018-08,제주시,한경면,여관업,9165000,7221706.637999999,2020-12-15
2018-08,제주시,한경면,차량용 가스 충전업,8474360,7221706.637999999,2020-12-15
2018-08,제주시,한림읍,관광 민예품 및 선물용품 소매업,13395500,24467323.12,2020-12-15
2018-08,제주시,한림읍,그외 기타 종합 소매업,668737830,24467323.12,2020-12-15
2018-08,제주시,한림읍,기타 외국식 음식점업,18644521,24467323.12,2020-12-15
2018-08,제주시,한림읍,전시 및 행사 대행업,104761550,24467323.12,2020-12-15
2018-08,제주시,한림읍,일식 음식점업,136829500,24467323.12,2020-12-15
2018-08,제주시,한림읍,일반유흥 주점업,192620000,24467323.12,2020-12-15
2018-08,제주시,한림읍,육류 소매업,84506475,24467323.12,2020-12-15
2018-08,제주시,한림읍,욕탕업,833000,24467323.12,2020-12-15
2018-08,제주시,한림읍,여관업,233062437,24467323.12,2020-12-15
2018-08,제주시,한림읍,스포츠 및 레크레이션 용품 임대업,27918400,24467323.12,2020-12-15
2018-08,제주시,한림읍,슈퍼마켓,460360786,24467323.12,2020-12-15
2018-08,제주시,한림읍,수산물 소매업,93604420,24467323.12,2020-12-15
2018-08,제주시,한림읍,서양식 음식점업,223895580,24467323.12,2020-12-15
2018-08,제주시,한림읍,빵 및 과자류 소매업,56420938,24467323.12,2020-12-15
2018-08,제주시,한림읍,비알콜 음료점업,41232630,24467323.12,2020-12-15
2018-08,제주시,한림읍,내항 여객 운송업,8720000,24467323.12,2020-12-15
2018-08,제주시,한림읍,기타음식료품위주종합소매업,3081070,24467323.12,2020-12-15
2018-08,제주시,한림읍,기타 주점업,66199000,24467323.12,2020-12-15
2018-08,제주시,한림읍,차량용 가스 충전업,42729349,24467323.12,2020-12-15
2018-08,제주시,일도2동,빵 및 과자류 소매업,110277291,29050719.38,2020-12-15
2018-08,제주시,일도2동,비알콜 음료점업,27711540,29050719.38,2020-12-15
2018-08,제주시,일도2동,마사지업,720000,29050719.38,2020-12-15
2018-08,제주시,이도1동,차량용 주유소 운영업,48912448,11397061.77,2020-12-15
2018-08,제주시,이도1동,중식 음식점업,17292500,11397061.77,2020-12-15
2018-08,제주시,이도1동,전시 및 행사 대행업,1695400,11397061.77,2020-12-15
2018-08,제주시,이도1동,일식 음식점업,34183000,11397061.77,2020-12-15
2018-08,제주시,이도1동,일반유흥 주점업,198119000,11397061.77,2020-12-15
2018-08,제주시,이도1동,육류 소매업,50013400,11397061.77,2020-12-15
2018-08,제주시,이도1동,체인화 편의점,106087070,11397061.77,2020-12-15
2018-08,제주시,이도1동,욕탕업,2272000,11397061.77,2020-12-15
2018-08,제주시,이도1동,여관업,19508845,11397061.77,2020-12-15
2018-08,제주시,이도1동,스포츠 및 레크레이션 용품 임대업,27735830,11397061.77,2020-12-15
2018-08,제주시,이도1동,슈퍼마켓,210389470,11397061.77,2020-12-15
2018-08,제주시,이도1동,수산물 소매업,296949400,11397061.77,2020-12-15
2018-08,제주시,이도1동,서양식 음식점업,28450640,11397061.77,2020-12-15
2018-08,제주시,이도1동,빵 및 과자류 소매업,40655035,11397061.77,2020-12-15
2018-08,제주시,이도1동,여행사업,360000,11397061.77,2020-12-15
2018-08,제주시,이도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",9967160,11397061.77,2020-12-15
2018-08,제주시,이도1동,한식 음식점업,412507915,11397061.77,2020-12-15
2018-08,제주시,이도1동,호텔업,311913937,11397061.77,2020-12-15
2018-08,제주시,이도2동,슈퍼마켓,3900180264,59744652.24,2020-12-15
2018-08,제주시,이도2동,수산물 소매업,59828940,59744652.24,2020-12-15
2018-08,제주시,이도2동,서양식 음식점업,305310470,59744652.24,2020-12-15
2018-08,제주시,이도2동,빵 및 과자류 소매업,195800531,59744652.24,2020-12-15
2018-08,제주시,이도2동,비알콜 음료점업,192580390,59744652.24,2020-12-15
2018-08,제주시,이도2동,마사지업,2170000,59744652.24,2020-12-15
2018-08,제주시,이도2동,기타음식료품위주종합소매업,322300,59744652.24,2020-12-15
2018-08,제주시,이도2동,기타 주점업,175224000,59744652.24,2020-12-15
2018-08,제주시,이도2동,기타 외국식 음식점업,89646721,59744652.24,2020-12-15
2018-08,제주시,이도2동,그외 기타 종합 소매업,13325000,59744652.24,2020-12-15
2018-08,제주시,이도2동,그외 기타 스포츠시설 운영업,1496000,59744652.24,2020-12-15
2018-08,제주시,이도2동,관광 민예품 및 선물용품 소매업,9244000,59744652.24,2020-12-15
2018-08,제주시,이도2동,과실 및 채소 소매업,201081764,59744652.24,2020-12-15
2018-08,제주시,이도2동,건강보조식품 소매업,18264056,59744652.24,2020-12-15
2018-08,제주시,이도1동,화장품 및 방향제 소매업,22194410,11397061.77,2020-12-15
2018-08,제주시,이도1동,비알콜 음료점업,21320680,11397061.77,2020-12-15
2018-08,제주시,이도2동,스포츠 및 레크레이션 용품 임대업,188289350,59744652.24,2020-12-15
2018-08,제주시,이도1동,기타음식료품위주종합소매업,1178400,11397061.77,2020-12-15
2018-08,제주시,이도1동,기타 외국식 음식점업,6299680,11397061.77,2020-12-15
2018-08,제주시,우도면,서양식 음식점업,44534750,2256665.042,2020-12-15
2018-08,제주시,우도면,빵 및 과자류 소매업,20197700,2256665.042,2020-12-15
2018-08,제주시,우도면,비알콜 음료점업,45870190,2256665.042,2020-12-15
2018-08,제주시,우도면,내항 여객 운송업,347114900,2256665.042,2020-12-15
2018-08,제주시,우도면,기타음식료품위주종합소매업,27981780,2256665.042,2020-12-15
2018-08,제주시,우도면,기타 주점업,5050000,2256665.042,2020-12-15
2018-08,제주시,우도면,수산물 소매업,1397000,2256665.042,2020-12-15
2018-08,제주시,우도면,그외 기타 분류안된 오락관련 서비스업,35000,2256665.042,2020-12-15
2018-08,제주시,용담2동,화장품 및 방향제 소매업,192660330,20464971.16,2020-12-15
2018-08,제주시,용담2동,한식 음식점업,1389014683,20464971.16,2020-12-15
2018-08,제주시,용담2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",189896860,20464971.16,2020-12-15
2018-08,제주시,용담2동,체인화 편의점,439744330,20464971.16,2020-12-15
2018-08,제주시,용담2동,차량용 주유소 운영업,736960799,20464971.16,2020-12-15
2018-08,제주시,용담2동,중식 음식점업,35855500,20464971.16,2020-12-15
2018-08,제주시,우도면,과실 및 채소 소매업,20545722,2256665.042,2020-12-15
2018-08,제주시,우도면,슈퍼마켓,33792860,2256665.042,2020-12-15
2018-08,제주시,우도면,스포츠 및 레크레이션 용품 임대업,37465100,2256665.042,2020-12-15
2018-08,제주시,우도면,여관업,16386100,2256665.042,2020-12-15
2018-08,제주시,이도1동,기타 수상오락 서비스업,529000,11397061.77,2020-12-15
2018-08,제주시,이도1동,그외 기타 종합 소매업,453355200,11397061.77,2020-12-15
2018-08,제주시,이도1동,관광 민예품 및 선물용품 소매업,4544300,11397061.77,2020-12-15
2018-08,제주시,이도1동,과실 및 채소 소매업,201495390,11397061.77,2020-12-15
2018-08,제주시,이도1동,건강보조식품 소매업,31308800,11397061.77,2020-12-15
2018-08,제주시,우도면,한식 음식점업,295920490,2256665.042,2020-12-15
2018-08,제주시,우도면,"피자, 햄버거, 샌드위치 및 유사 음식점업",16772900,2256665.042,2020-12-15
2018-08,제주시,우도면,체인화 편의점,33568500,2256665.042,2020-12-15
2018-08,제주시,우도면,차량용 주유소 운영업,27015359,2256665.042,2020-12-15
2018-08,제주시,우도면,차량용 가스 충전업,1900000,2256665.042,2020-12-15
2018-08,제주시,우도면,중식 음식점업,10255000,2256665.042,2020-12-15
2018-08,제주시,우도면,자동차 임대업,17795000,2256665.042,2020-12-15
2018-08,제주시,우도면,일식 음식점업,6335000,2256665.042,2020-12-15
2018-08,제주시,우도면,육류 소매업,3478400,2256665.042,2020-12-15
2018-08,제주시,우도면,여행사업,22334000,2256665.042,2020-12-15
2018-08,제주시,이도1동,기타 주점업,57925000,11397061.77,2020-12-15
2018-08,제주시,용담2동,일식 음식점업,129639290,20464971.16,2020-12-15
2018-08,제주시,이도2동,여관업,232165353,59744652.24,2020-12-15
2018-08,제주시,이도2동,욕탕업,6415000,59744652.24,2020-12-15
2018-08,제주시,일도1동,여행사업,12446240,3309849.975,2020-12-15
2018-08,제주시,일도1동,여관업,38490430,3309849.975,2020-12-15
2018-08,제주시,일도1동,스포츠 및 레크레이션 용품 임대업,703602899,3309849.975,2020-12-15
2018-08,제주시,일도1동,슈퍼마켓,11868337,3309849.975,2020-12-15
2018-08,제주시,일도1동,수산물 소매업,513119634,3309849.975,2020-12-15
2018-08,제주시,일도1동,서양식 음식점업,26688410,3309849.975,2020-12-15
2018-08,제주시,일도1동,욕탕업,600500,3309849.975,2020-12-15
2018-08,제주시,일도1동,빵 및 과자류 소매업,39316500,3309849.975,2020-12-15
2018-08,제주시,일도1동,기타음식료품위주종합소매업,3174800,3309849.975,2020-12-15
2018-08,제주시,일도1동,기타 주점업,16111000,3309849.975,2020-12-15
2018-08,제주시,일도1동,기타 외국식 음식점업,6573000,3309849.975,2020-12-15
2018-08,제주시,일도1동,그외 기타 종합 소매업,215000,3309849.975,2020-12-15
2018-08,제주시,일도1동,관광 민예품 및 선물용품 소매업,14106000,3309849.975,2020-12-15
2018-08,제주시,일도1동,과실 및 채소 소매업,175206200,3309849.975,2020-12-15
2018-08,제주시,일도1동,비알콜 음료점업,33150920,3309849.975,2020-12-15
2018-08,제주시,일도1동,육류 소매업,44245700,3309849.975,2020-12-15
2018-08,제주시,일도1동,일반유흥 주점업,7171000,3309849.975,2020-12-15
2018-08,제주시,일도1동,일식 음식점업,36265000,3309849.975,2020-12-15
2018-08,제주시,일도2동,기타 주점업,214739300,29050719.38,2020-12-15
2018-08,제주시,일도2동,기타 외국식 음식점업,49500000,29050719.38,2020-12-15
2018-08,제주시,일도2동,기타 대형 종합 소매업,143432320,29050719.38,2020-12-15
2018-08,제주시,일도2동,그외 기타 종합 소매업,2162122430,29050719.38,2020-12-15
2018-08,제주시,일도2동,그외 기타 스포츠시설 운영업,10000,29050719.38,2020-12-15
2018-08,제주시,일도2동,관광 민예품 및 선물용품 소매업,4899500,29050719.38,2020-12-15
2018-08,제주시,일도2동,과실 및 채소 소매업,93767490,29050719.38,2020-12-15
2018-08,제주시,일도2동,건강보조식품 소매업,1484000,29050719.38,2020-12-15
2018-08,제주시,일도1동,화장품 및 방향제 소매업,47817630,3309849.975,2020-12-15
2018-08,제주시,일도1동,호텔업,2568450,3309849.975,2020-12-15
2018-08,제주시,일도1동,한식 음식점업,365577685,3309849.975,2020-12-15
2018-08,제주시,일도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",17206400,3309849.975,2020-12-15
2018-08,제주시,일도1동,체인화 편의점,83038530,3309849.975,2020-12-15
2018-08,제주시,일도1동,중식 음식점업,15745500,3309849.975,2020-12-15
2018-08,제주시,일도1동,전시 및 행사 대행업,328800,3309849.975,2020-12-15
2018-08,제주시,일도1동,건강보조식품 소매업,448000,3309849.975,2020-12-15
2018-08,제주시,이도2동,여행사업,109936266,59744652.24,2020-12-15
2018-08,제주시,이호동,한식 음식점업,287796725,5108867.423,2020-12-15
2018-08,제주시,이호동,차량용 주유소 운영업,270856693,5108867.423,2020-12-15
2018-08,제주시,이호동,과실 및 채소 소매업,11610000,5108867.423,2020-12-15
2018-08,제주시,이호동,건강보조식품 소매업,56413750,5108867.423,2020-12-15
2018-08,제주시,이도2동,화장품 및 방향제 소매업,169710220,59744652.24,2020-12-15
2018-08,제주시,이도2동,한식 음식점업,3699536684,59744652.24,2020-12-15
2018-08,제주시,이도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",233368970,59744652.24,2020-12-15
2018-08,제주시,이도2동,체인화 편의점,722606130,59744652.24,2020-12-15
2018-08,제주시,이호동,관광 민예품 및 선물용품 소매업,8305000,5108867.423,2020-12-15
2018-08,제주시,이도2동,차량용 주유소 운영업,803860505,59744652.24,2020-12-15
2018-08,제주시,이도2동,중식 음식점업,127191108,59744652.24,2020-12-15
2018-08,제주시,이도2동,전시 및 행사 대행업,96877200,59744652.24,2020-12-15
2018-08,제주시,이도2동,자동차 임대업,28981650,59744652.24,2020-12-15
2018-08,제주시,이도2동,일식 음식점업,305185750,59744652.24,2020-12-15
2018-08,제주시,이도2동,일반유흥 주점업,245331100,59744652.24,2020-12-15
2018-08,제주시,이도2동,육류 소매업,212494160,59744652.24,2020-12-15
2018-08,제주시,이도2동,차량용 가스 충전업,16093710,59744652.24,2020-12-15
2018-08,제주시,이호동,그외 기타 종합 소매업,2700000,5108867.423,2020-12-15
2018-08,제주시,이호동,기타 수상오락 서비스업,5100000,5108867.423,2020-12-15
2018-08,제주시,이호동,기타 외국식 음식점업,2637500,5108867.423,2020-12-15
2018-08,제주시,이호동,차량용 가스 충전업,3121570,5108867.423,2020-12-15
2018-08,제주시,이호동,중식 음식점업,12610000,5108867.423,2020-12-15
2018-08,제주시,이호동,자동차 임대업,162393092,5108867.423,2020-12-15
2018-08,제주시,이호동,일식 음식점업,2325000,5108867.423,2020-12-15
2018-08,제주시,이호동,육류 소매업,3487576,5108867.423,2020-12-15
2018-08,제주시,이호동,욕탕업,8929000,5108867.423,2020-12-15
2018-08,제주시,이호동,여행사업,5182300,5108867.423,2020-12-15
2018-08,제주시,이호동,여관업,56923100,5108867.423,2020-12-15
2018-08,제주시,이호동,스포츠 및 레크레이션 용품 임대업,8634715,5108867.423,2020-12-15
2018-08,제주시,이호동,슈퍼마켓,30464770,5108867.423,2020-12-15
2018-08,제주시,이호동,수산물 소매업,35083000,5108867.423,2020-12-15
2018-08,제주시,이호동,서양식 음식점업,14017890,5108867.423,2020-12-15
2018-08,제주시,이호동,빵 및 과자류 소매업,3478870,5108867.423,2020-12-15
2018-08,제주시,이호동,비알콜 음료점업,6821920,5108867.423,2020-12-15
2018-08,제주시,이호동,기타음식료품위주종합소매업,109000,5108867.423,2020-12-15
2018-08,제주시,이호동,체인화 편의점,105947423,5108867.423,2020-12-15
2018-08,제주시,도두동,한식 음식점업,513654423,4342409.346,2020-12-15
2018-08,서귀포시,정방동,건강보조식품 소매업,12111650,4774633.2469999995,2020-12-15
2018-08,제주시,도두동,차량용 주유소 운영업,182175687,4342409.346,2020-12-15
2018-08,서귀포시,송산동,과실 및 채소 소매업,350891760,22039388.51,2020-12-15
2018-08,서귀포시,송산동,건강보조식품 소매업,17380550,22039388.51,2020-12-15
2018-08,서귀포시,성산읍,휴양콘도 운영업,266572740,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,화장품 및 방향제 소매업,11865490,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,호텔업,3255000,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,한식 음식점업,1673461102,17863587.79,2020-12-15
2018-08,서귀포시,송산동,관광 민예품 및 선물용품 소매업,54234200,22039388.51,2020-12-15
2018-08,서귀포시,성산읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",49481100,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,차량용 주유소 운영업,550328056,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,차량용 가스 충전업,20005490,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,중식 음식점업,45256536,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,전시 및 행사 대행업,356149030,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,일식 음식점업,93460650,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,일반유흥 주점업,99095000,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,체인화 편의점,399567079,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,육류 소매업,39409860,17863587.79,2020-12-15
2018-08,서귀포시,송산동,그외 기타 종합 소매업,7422500,22039388.51,2020-12-15
2018-08,서귀포시,송산동,기타 수상오락 서비스업,1071500,22039388.51,2020-12-15
2018-08,서귀포시,송산동,육류 소매업,331810038,22039388.51,2020-12-15
2018-08,서귀포시,송산동,욕탕업,1068000,22039388.51,2020-12-15
2018-08,서귀포시,송산동,여행사업,8100100,22039388.51,2020-12-15
2018-08,서귀포시,송산동,여관업,594693294,22039388.51,2020-12-15
2018-08,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,367202050,22039388.51,2020-12-15
2018-08,서귀포시,송산동,슈퍼마켓,1262249575,22039388.51,2020-12-15
2018-08,서귀포시,송산동,기타 대형 종합 소매업,775597780,22039388.51,2020-12-15
2018-08,서귀포시,송산동,수산물 소매업,301940104,22039388.51,2020-12-15
2018-08,서귀포시,송산동,빵 및 과자류 소매업,145127614,22039388.51,2020-12-15
2018-08,서귀포시,송산동,비알콜 음료점업,85682460,22039388.51,2020-12-15
2018-08,서귀포시,송산동,마사지업,2498500,22039388.51,2020-12-15
2018-08,서귀포시,송산동,기타음식료품위주종합소매업,258515210,22039388.51,2020-12-15
2018-08,서귀포시,송산동,기타 주점업,183518000,22039388.51,2020-12-15
2018-08,서귀포시,송산동,기타 외국식 음식점업,76426500,22039388.51,2020-12-15
2018-08,서귀포시,송산동,서양식 음식점업,193033150,22039388.51,2020-12-15
2018-08,서귀포시,성산읍,욕탕업,825000,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,여관업,304116375,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,스포츠 및 레크레이션 용품 임대업,4649300,17863587.79,2020-12-15
2018-08,서귀포시,서홍동,차량용 주유소 운영업,173102060,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,차량용 가스 충전업,14558609,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,중식 음식점업,21550000,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,전시 및 행사 대행업,10177150,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,일식 음식점업,8010000,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,육류 소매업,4523900,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,체인화 편의점,136101470,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,욕탕업,6756400,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,16697330,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,슈퍼마켓,15865830,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,수산물 소매업,4948800,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,서양식 음식점업,36006115,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,빵 및 과자류 소매업,14629970,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,비알콜 음료점업,28090300,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,여관업,3446000,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",10596970,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,한식 음식점업,291427195,5868755.565,2020-12-15
2018-08,서귀포시,서홍동,화장품 및 방향제 소매업,434000,5868755.565,2020-12-15
2018-08,서귀포시,성산읍,슈퍼마켓,406945932,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,수산물 소매업,196805400,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,서양식 음식점업,139636558,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,빵 및 과자류 소매업,71181770,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,비알콜 음료점업,85826891,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,기타음식료품위주종합소매업,414965240,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,기타 주점업,21155000,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,기타 외국식 음식점업,21767000,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,기타 수상오락 서비스업,889400,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,그외 기타 종합 소매업,630000,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,그외 기타 스포츠시설 운영업,8306700,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,그외 기타 분류안된 오락관련 서비스업,2262000,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,관광 민예품 및 선물용품 소매업,63793600,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,과실 및 채소 소매업,86928615,17863587.79,2020-12-15
2018-08,서귀포시,성산읍,건강보조식품 소매업,2461000,17863587.79,2020-12-15
2018-08,서귀포시,송산동,일반유흥 주점업,598370880,22039388.51,2020-12-15
2018-08,서귀포시,송산동,일식 음식점업,663970300,22039388.51,2020-12-15
2018-08,서귀포시,송산동,전시 및 행사 대행업,19483900,22039388.51,2020-12-15
2018-08,서귀포시,송산동,중식 음식점업,143752100,22039388.51,2020-12-15
2018-08,서귀포시,영천동,중식 음식점업,27456200,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,전시 및 행사 대행업,9472700,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,육류 소매업,113096210,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,여관업,13095400,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,스포츠 및 레크레이션 용품 임대업,10081000,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,슈퍼마켓,1126747500,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,차량용 가스 충전업,5502490,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,수산물 소매업,3916000,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,기타음식료품위주종합소매업,48464050,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,그외 기타 종합 소매업,333550,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,과실 및 채소 소매업,17485200,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,골프장 운영업,80373690,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,건강보조식품 소매업,440100,5589943.2129999995,2020-12-15
2018-08,서귀포시,안덕면,휴양콘도 운영업,1130613587,20079880.45,2020-12-15
2018-08,서귀포시,영천동,서양식 음식점업,6341500,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,차량용 주유소 운영업,663612060,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,체인화 편의점,66950340,5589943.2129999995,2020-12-15
2018-08,서귀포시,영천동,한식 음식점업,329923574,5589943.2129999995,2020-12-15
2018-08,서귀포시,예래동,슈퍼마켓,11737410,9845157.817,2020-12-15
2018-08,서귀포시,예래동,수산물 소매업,29297200,9845157.817,2020-12-15
2018-08,서귀포시,예래동,서양식 음식점업,241542019,9845157.817,2020-12-15
2018-08,서귀포시,예래동,빵 및 과자류 소매업,14399390,9845157.817,2020-12-15
2018-08,서귀포시,예래동,비알콜 음료점업,35342240,9845157.817,2020-12-15
2018-08,서귀포시,예래동,면세점,6314870,9845157.817,2020-12-15
2018-08,서귀포시,예래동,내항 여객 운송업,6026000,9845157.817,2020-12-15
2018-08,서귀포시,예래동,기타음식료품위주종합소매업,4642950,9845157.817,2020-12-15
2018-08,서귀포시,예래동,기타 외국식 음식점업,3925000,9845157.817,2020-12-15
2018-08,서귀포시,예래동,기타 갬블링 및 베팅업,3000000,9845157.817,2020-12-15
2018-08,서귀포시,예래동,그외 기타 종합 소매업,1140000,9845157.817,2020-12-15
