날짜,관광지명,관광객수
2011.1,해녀 박물관,2755
2011.1,감귤박물관,127
2011.1,기당미술관,0
2011.1,마라해양도립공원,0
2011.1,박물관은살아있다,0
2011.1,산방산,2728
2011.1,서귀포도립해양공원,0
2011.1,서귀포자연휴양림,13
2011.1,서복전시관,2867
2011.1,성산일출봉,93491
2011.1,소리섬박물관,0
2011.1,소인국테마파크,0
2011.1,신영영화박물관,0
2011.1,아프리카박물관,0
2011.1,여미지식물원,0
2011.1,이중섭미술관,95
2011.1,익스트림 아일랜드,0
2011.1,일출랜드,820
2011.1,정방폭포,3377
2011.1,제주민속촌박물관,4128
2011.1,제주조각공원,59
2011.1,제주추사관,6
2011.1,중문주상절리대,17963
2011.1,천제연폭포,9307
2011.1,천지연폭포,27541
2011.1,카멜리아힐,0
2011.1,테디베어뮤지엄,11155
2011.1,퍼시픽랜드,0
2011.1,아쿠아플라넷,0
2011.1,화락원,0
2011.11,(주)제주미니미니랜드,1008
2011.11,국립제주박물관,2137
2011.11,도립미술관,0
2011.11,만장굴관광지,8153
2011.11,목석원,0
2011.11,민속자연사박물관,8841
2011.11,비자림,30
2011.11,산굼부리,3914
2011.11,삼성혈,7803
2011.11,삼양선사유적지,32
2011.11,생각하는 정원,898
2011.11,절물자연휴양림,0
2011.11,제주도립 김창열미술관,0
2011.11,제주돌문화공원,462
2011.11,제주러브랜드,2117
2011.11,제주목관아지,1132
2011.11,제주별빛누리공원,6
2011.11,제주항일기념관,710
2011.11,한라산국립공원,0
2011.11,한림공원,3043
2011.11,항몽 유적지,68
2011.11,해녀 박물관,3292
2011.11,감귤박물관,82
2011.11,기당미술관,4
2011.11,마라해양도립공원,0
2011.11,박물관은살아있다,0
2011.11,산방산,5544
2011.11,서귀포도립해양공원,0
2011.11,서귀포자연휴양림,2
2011.11,서복전시관,1605
2011.11,성산일출봉,63576
2011.11,소리섬박물관,0
2011.11,소인국테마파크,0
2011.11,신영영화박물관,0
2011.11,아프리카박물관,0
2011.11,여미지식물원,0
2011.11,이중섭미술관,104
2011.11,익스트림 아일랜드,0
2011.11,일출랜드,537
2011.11,정방폭포,6891
2011.11,제주민속촌박물관,4416
2011.11,제주조각공원,14
2011.11,제주추사관,9
2011.11,중문주상절리대,14143
2011.11,천제연폭포,12028
2011.11,천지연폭포,17860
2011.11,카멜리아힐,0
2011.11,테디베어뮤지엄,7623
2011.11,퍼시픽랜드,0
2011.11,아쿠아플라넷,0
2011.11,화락원,0
2011.12,(주)제주미니미니랜드,644
2011.12,국립제주박물관,863
2011.12,도립미술관,0
2011.12,만장굴관광지,23514
2011.12,목석원,0
2011.12,민속자연사박물관,16133
2011.12,비자림,27
2011.12,산굼부리,2717
2011.12,삼성혈,5331
2011.12,삼양선사유적지,6
2011.12,생각하는 정원,600
2011.12,절물자연휴양림,0
2011.12,제주도립 김창열미술관,0
2011.12,제주돌문화공원,207
2011.12,제주러브랜드,4370
2011.12,제주목관아지,1149
2011.12,제주별빛누리공원,97
2011.12,제주항일기념관,3991
2011.12,한라산국립공원,0
2011.12,한림공원,2200
2011.12,항몽 유적지,43
2011.12,해녀 박물관,3677
2011.12,감귤박물관,77
2011.12,기당미술관,0
2011.12,마라해양도립공원,0
2011.12,박물관은살아있다,0
2011.12,산방산,3552
2011.12,서귀포도립해양공원,0
2011.12,서귀포자연휴양림,0
2011.12,서복전시관,1259
2011.12,성산일출봉,71824
2011.12,소리섬박물관,0
2011.12,소인국테마파크,0
2011.12,신영영화박물관,0
2011.12,아프리카박물관,0
2011.12,여미지식물원,0
2011.12,이중섭미술관,0
2011.12,익스트림 아일랜드,0
2011.12,일출랜드,486
2011.12,정방폭포,5380
2011.12,제주민속촌박물관,4905
2011.12,제주조각공원,3
2011.12,제주추사관,7
2011.12,중문주상절리대,13820
2011.12,천제연폭포,14135
2011.12,천지연폭포,15826
2011.12,카멜리아힐,0
2011.12,테디베어뮤지엄,8917
2011.12,퍼시픽랜드,0
2011.12,아쿠아플라넷,0
2011.12,화락원,0
2012.01,(주)제주미니미니랜드,656
2012.01,국립제주박물관,521
2012.01,도립미술관,0
2012.01,만장굴관광지,7609
2012.01,목석원,0
2012.01,민속자연사박물관,8136
2012.01,비자림,18
2012.01,산굼부리,970
2012.01,삼성혈,4496
2012.01,삼양선사유적지,4
2012.01,생각하는 정원,347
2012.01,절물자연휴양림,0
2012.01,제주도립 김창열미술관,0
2012.01,제주돌문화공원,82
2012.01,제주러브랜드,2107
2012.01,제주목관아지,391
2012.01,제주별빛누리공원,2
2012.01,제주항일기념관,8
2012.01,한라산국립공원,0
2012.01,한림공원,1400
2012.01,항몽 유적지,16
2012.01,해녀 박물관,1847
2012.01,감귤박물관,32
2012.01,기당미술관,0
2012.01,마라해양도립공원,0
2012.01,박물관은살아있다,0
2012.01,산방산,2145
2012.01,서귀포도립해양공원,0
2012.01,서귀포자연휴양림,10
2012.01,서복전시관,1230
2012.01,성산일출봉,54790
2012.01,소리섬박물관,0
2012.01,소인국테마파크,170
2012.01,신영영화박물관,0
2012.01,아프리카박물관,0
2012.01,여미지식물원,0
2012.01,이중섭미술관,183
2012.01,익스트림 아일랜드,0
2012.01,일출랜드,1950
2012.01,정방폭포,2417
2012.01,제주민속촌박물관,2509
2012.01,제주조각공원,4
2012.01,제주추사관,0
2012.01,중문주상절리대,10142
2012.01,천제연폭포,6905
2012.01,천지연폭포,12775
2012.01,카멜리아힐,0
2012.01,테디베어뮤지엄,7090
2012.01,퍼시픽랜드,0
2012.01,아쿠아플라넷,0
2012.01,화락원,0
2012.02,(주)제주미니미니랜드,628
2012.02,국립제주박물관,568
2012.02,도립미술관,0
2012.02,만장굴관광지,7482
2012.02,목석원,0
2012.02,민속자연사박물관,5871
2012.02,비자림,25
2012.02,산굼부리,1200
2012.02,삼성혈,5204
2012.02,삼양선사유적지,1
2012.02,생각하는 정원,250
2012.02,절물자연휴양림,0
2012.02,제주도립 김창열미술관,0
2012.02,제주돌문화공원,78
2012.02,제주러브랜드,2214
2012.02,제주목관아지,320
2012.02,제주별빛누리공원,10
2012.02,제주항일기념관,68
2012.02,한라산국립공원,0
2012.02,한림공원,1218
2012.02,항몽 유적지,1
2012.02,해녀 박물관,485
2012.02,감귤박물관,39
2012.02,기당미술관,0
2012.02,마라해양도립공원,0
2012.02,박물관은살아있다,0
2012.02,산방산,1394
2012.02,서귀포도립해양공원,0
2012.02,서귀포자연휴양림,0
2012.02,서복전시관,385
2012.02,성산일출봉,32712
2012.02,소리섬박물관,0
2012.02,소인국테마파크,200
2012.02,신영영화박물관,0
2012.02,아프리카박물관,0
2012.02,여미지식물원,0
2012.02,이중섭미술관,125
2012.02,익스트림 아일랜드,0
2012.02,일출랜드,3427
2012.02,정방폭포,1037
2012.02,제주민속촌박물관,1545
2012.02,제주조각공원,0
2012.02,제주추사관,6
2012.02,중문주상절리대,6416
2012.02,천제연폭포,5765
2012.02,천지연폭포,7005
2012.02,카멜리아힐,0
2012.02,테디베어뮤지엄,4203
2012.02,퍼시픽랜드,0
2012.02,아쿠아플라넷,0
2012.02,화락원,0
2012.03,(주)제주미니미니랜드,700
2012.03,국립제주박물관,1431
2012.03,도립미술관,0
2012.03,만장굴관광지,9415
2012.03,목석원,0
2012.03,민속자연사박물관,6728
2012.03,비자림,114
2012.03,산굼부리,1360
2012.03,삼성혈,6286
2012.03,삼양선사유적지,10
2012.03,생각하는 정원,1233
2012.03,절물자연휴양림,0
2012.03,제주도립 김창열미술관,0
2012.03,제주돌문화공원,193
2012.03,제주러브랜드,3797
2012.03,제주목관아지,673
2012.03,제주별빛누리공원,6
2012.03,제주항일기념관,31
2012.03,한라산국립공원,0
2012.03,한림공원,1616
2012.03,항몽 유적지,55
2012.03,해녀 박물관,1562
2012.03,감귤박물관,17
2012.03,기당미술관,5
2012.03,마라해양도립공원,0
2012.03,박물관은살아있다,0
2012.03,산방산,2209
2012.03,서귀포도립해양공원,0
2012.03,서귀포자연휴양림,5
2012.03,서복전시관,825
2012.03,성산일출봉,55194
2012.03,소리섬박물관,0
2012.03,소인국테마파크,320
2012.03,신영영화박물관,0
2012.03,아프리카박물관,0
2012.03,여미지식물원,0
2012.03,이중섭미술관,206
2012.03,익스트림 아일랜드,0
2012.03,일출랜드,4485
2012.03,정방폭포,2580
2012.03,제주민속촌박물관,2839
2012.03,제주조각공원,10
2012.03,제주추사관,11
2012.03,중문주상절리대,10537
2012.03,천제연폭포,6704
2012.03,천지연폭포,13302
2012.03,카멜리아힐,0
2012.03,테디베어뮤지엄,7472
2012.03,퍼시픽랜드,0
2012.03,아쿠아플라넷,0
2012.03,화락원,0
2012.04,(주)제주미니미니랜드,1091
2012.04,국립제주박물관,773
2012.04,도립미술관,0
2012.04,만장굴관광지,10091
2012.04,목석원,0
2012.04,민속자연사박물관,13706
2012.04,비자림,218
2012.04,산굼부리,914
2012.04,삼성혈,7012
2012.04,삼양선사유적지,10
2012.04,생각하는 정원,1605
2012.04,절물자연휴양림,0
2012.04,제주도립 김창열미술관,0
2012.04,제주돌문화공원,429
2012.04,제주러브랜드,27000
2012.04,제주목관아지,646
2012.04,제주별빛누리공원,21
2012.04,제주항일기념관,49
2012.04,한라산국립공원,0
2012.04,한림공원,2938
2012.04,항몽 유적지,4
2012.04,해녀 박물관,2509
2012.04,감귤박물관,44
2012.04,기당미술관,9
2012.04,마라해양도립공원,0
2012.04,박물관은살아있다,0
2012.04,산방산,2679
2012.04,서귀포도립해양공원,0
2012.04,서귀포자연휴양림,9
2012.04,서복전시관,1575
2012.04,성산일출봉,111520
2012.04,소리섬박물관,0
2012.04,소인국테마파크,1017
2012.04,신영영화박물관,0
2012.04,아프리카박물관,0
2012.04,여미지식물원,0
2012.04,이중섭미술관,197
2012.04,익스트림 아일랜드,0
2012.04,일출랜드,6078
2012.04,정방폭포,3902
2012.04,제주민속촌박물관,4388
2012.04,제주조각공원,50
2012.04,제주추사관,10
2012.04,중문주상절리대,18998
2012.04,천제연폭포,11170
2012.04,천지연폭포,26748
2012.04,카멜리아힐,0
2012.04,테디베어뮤지엄,13085
2012.04,퍼시픽랜드,0
2012.04,아쿠아플라넷,0
2012.04,화락원,0
2012.05,(주)제주미니미니랜드,1503
2012.05,국립제주박물관,2362
2012.05,도립미술관,0
2012.05,만장굴관광지,12603
2012.05,목석원,0
2012.05,민속자연사박물관,13665
2012.05,비자림,208
2012.05,산굼부리,936
2012.05,삼성혈,8035
2012.05,삼양선사유적지,3
2012.05,생각하는 정원,1055
2012.05,절물자연휴양림,0
2012.05,제주도립 김창열미술관,0
2012.05,제주돌문화공원,590
2012.05,제주러브랜드,16127
2012.05,제주목관아지,617
2012.05,제주별빛누리공원,20
2012.05,제주항일기념관,19
2012.05,한라산국립공원,0
2012.05,한림공원,3437
2012.05,항몽 유적지,12
2012.05,해녀 박물관,2148
2012.05,감귤박물관,93
2012.05,기당미술관,22
2012.05,마라해양도립공원,0
2012.05,박물관은살아있다,0
2012.05,산방산,3211
2012.05,서귀포도립해양공원,0
2012.05,서귀포자연휴양림,22
2012.05,서복전시관,2497
2012.05,성산일출봉,95108
2012.05,소리섬박물관,0
2012.05,소인국테마파크,500
2012.05,신영영화박물관,0
2012.05,아프리카박물관,0
2012.05,여미지식물원,0
2012.05,이중섭미술관,457
2012.05,익스트림 아일랜드,0
2012.05,일출랜드,5325
2012.05,정방폭포,4024
2012.05,제주민속촌박물관,4847
2012.05,제주조각공원,38
2012.05,제주추사관,12
2012.05,중문주상절리대,19506
2012.05,천제연폭포,12319
2012.05,천지연폭포,25141
2012.05,카멜리아힐,0
2012.05,테디베어뮤지엄,11005
2012.05,퍼시픽랜드,0
2012.05,아쿠아플라넷,0
2012.05,화락원,0
2012.06,(주)제주미니미니랜드,946
2012.06,국립제주박물관,1485
2012.06,도립미술관,0
2012.06,만장굴관광지,12616
2012.06,목석원,0
2012.06,민속자연사박물관,17808
2012.06,비자림,140
2012.06,산굼부리,811
2012.06,삼성혈,6757
2012.06,삼양선사유적지,25
2012.06,생각하는 정원,2349
2012.06,절물자연휴양림,0
2012.06,제주도립 김창열미술관,0
2012.06,제주돌문화공원,438
2012.06,제주러브랜드,13762
2012.06,제주목관아지,696
2012.06,제주별빛누리공원,35
2012.06,제주항일기념관,55
2012.06,한라산국립공원,0
2012.06,한림공원,1986
2012.06,항몽 유적지,30
2012.06,해녀 박물관,2593
2012.06,감귤박물관,134
2012.06,기당미술관,17
2012.06,마라해양도립공원,0
2012.06,박물관은살아있다,0
2012.06,산방산,3167
2012.06,서귀포도립해양공원,0
2012.06,서귀포자연휴양림,8
2012.06,서복전시관,3144
2012.06,성산일출봉,105065
2012.06,소리섬박물관,0
2012.06,소인국테마파크,463
2012.06,신영영화박물관,0
2012.06,아프리카박물관,0
2012.06,여미지식물원,0
2012.06,이중섭미술관,237
2012.06,익스트림 아일랜드,0
2012.06,일출랜드,2985
2012.06,정방폭포,4735
2012.06,제주민속촌박물관,5096
2012.06,제주조각공원,21
2012.06,제주추사관,21
2012.06,중문주상절리대,25194
2012.06,천제연폭포,12763
2012.06,천지연폭포,31223
2012.06,카멜리아힐,0
2012.06,테디베어뮤지엄,15397
2012.06,퍼시픽랜드,0
2012.06,아쿠아플라넷,0
2012.06,화락원,0
2012.07,(주)제주미니미니랜드,881
2012.07,국립제주박물관,1858
2012.07,도립미술관,0
2012.07,만장굴관광지,11984
2012.07,목석원,0
2012.07,민속자연사박물관,22144
2012.07,비자림,132
2012.07,산굼부리,954
2012.07,삼성혈,5500
2012.07,삼양선사유적지,14
2012.07,생각하는 정원,3105
2012.07,절물자연휴양림,0
2012.07,제주도립 김창열미술관,0
2012.07,제주돌문화공원,218
2012.07,제주러브랜드,6233
2012.07,제주목관아지,458
2012.07,제주별빛누리공원,173
2012.07,제주항일기념관,215
2012.07,한라산국립공원,0
2012.07,한림공원,3175
2012.07,항몽 유적지,25
2012.07,해녀 박물관,3984
2012.07,감귤박물관,160
2012.07,기당미술관,16
2012.07,마라해양도립공원,0
2012.07,박물관은살아있다,0
2012.07,산방산,3259
2012.07,서귀포도립해양공원,0
2012.07,서귀포자연휴양림,22
2012.07,서복전시관,3501
2012.07,성산일출봉,144396
2012.07,소리섬박물관,0
2012.07,소인국테마파크,854
2012.07,신영영화박물관,0
2012.07,아프리카박물관,0
2012.07,여미지식물원,0
2012.07,이중섭미술관,420
2012.07,익스트림 아일랜드,0
2012.07,일출랜드,2188
2012.07,정방폭포,4292
2012.07,제주민속촌박물관,3028
2012.07,제주조각공원,44
2012.07,제주추사관,3
2012.07,중문주상절리대,33589
2012.07,천제연폭포,13227
2012.07,천지연폭포,45592
2012.07,카멜리아힐,0
2012.07,테디베어뮤지엄,18013
2012.07,퍼시픽랜드,0
2012.07,아쿠아플라넷,0
2012.07,화락원,0
2012.08,(주)제주미니미니랜드,1041
2012.08,국립제주박물관,1570
2012.08,도립미술관,0
2012.08,만장굴관광지,9451
2012.08,목석원,0
2012.08,민속자연사박물관,25383
2012.08,비자림,148
2012.08,산굼부리,1040
2012.08,삼성혈,3747
2012.08,삼양선사유적지,14
2012.08,생각하는 정원,2057
2012.08,절물자연휴양림,0
2012.08,제주도립 김창열미술관,0
2012.08,제주돌문화공원,1070
2012.08,제주러브랜드,9004
2012.08,제주목관아지,438
2012.08,제주별빛누리공원,668
2012.08,제주항일기념관,68
2012.08,한라산국립공원,0
2012.08,한림공원,2970
2012.08,항몽 유적지,3
2012.08,해녀 박물관,5352
2012.08,감귤박물관,141
2012.08,기당미술관,14
2012.08,마라해양도립공원,0
2012.08,박물관은살아있다,0
2012.08,산방산,1548
2012.08,서귀포도립해양공원,0
2012.08,서귀포자연휴양림,9
2012.08,서복전시관,3551
2012.08,성산일출봉,150763
2012.08,소리섬박물관,0
2012.08,소인국테마파크,1205
2012.08,신영영화박물관,0
2012.08,아프리카박물관,0
2012.08,여미지식물원,0
2012.08,이중섭미술관,496
2012.08,익스트림 아일랜드,0
2012.08,일출랜드,2313
2012.08,정방폭포,4779
2012.08,제주민속촌박물관,3252
2012.08,제주조각공원,121
2012.08,제주추사관,12
2012.08,중문주상절리대,34545
2012.08,천제연폭포,13541
2012.08,천지연폭포,47243
2012.08,카멜리아힐,0
2012.08,테디베어뮤지엄,20526
2012.08,퍼시픽랜드,0
2012.08,아쿠아플라넷,0
2012.08,화락원,0
2012.09,(주)제주미니미니랜드,840
2012.09,국립제주박물관,971
2012.09,도립미술관,0
2012.09,만장굴관광지,10008
2012.09,목석원,0
2012.09,민속자연사박물관,20546
2012.09,비자림,281
2012.09,산굼부리,1228
2012.09,삼성혈,4467
2012.09,삼양선사유적지,35
2012.09,생각하는 정원,2025
2012.09,절물자연휴양림,0
2012.09,제주도립 김창열미술관,0
2012.09,제주돌문화공원,1530
2012.09,제주러브랜드,10979
2012.09,제주목관아지,431
2012.09,제주별빛누리공원,490
2012.09,제주항일기념관,83
2012.09,한라산국립공원,0
2012.09,한림공원,2539
2012.09,항몽 유적지,9
2012.09,해녀 박물관,5019
2012.09,감귤박물관,146
2012.09,기당미술관,11
2012.09,마라해양도립공원,0
2012.09,박물관은살아있다,0
2012.09,산방산,273
2012.09,서귀포도립해양공원,0
2012.09,서귀포자연휴양림,11
2012.09,서복전시관,2427
2012.09,성산일출봉,103152
2012.09,소리섬박물관,0
2012.09,소인국테마파크,1039
2012.09,신영영화박물관,0
2012.09,아프리카박물관,0
2012.09,여미지식물원,0
2012.09,이중섭미술관,332
2012.09,익스트림 아일랜드,0
2012.09,일출랜드,2160
2012.09,정방폭포,2824
2012.09,제주민속촌박물관,3563
2012.09,제주조각공원,19
2012.09,제주추사관,0
2012.09,중문주상절리대,23783
2012.09,천제연폭포,11769
2012.09,천지연폭포,33941
2012.09,카멜리아힐,0
2012.09,테디베어뮤지엄,11708
2012.09,퍼시픽랜드,0
2012.09,아쿠아플라넷,0
2012.09,화락원,0
2012.1,(주)제주미니미니랜드,1001
2012.1,국립제주박물관,1083
2012.1,도립미술관,0
2012.1,만장굴관광지,10449
2012.1,목석원,0
2012.1,민속자연사박물관,17949
2012.1,비자림,466
2012.1,산굼부리,1713
2012.1,삼성혈,4727
2012.1,삼양선사유적지,18
2012.1,생각하는 정원,3411
2012.1,절물자연휴양림,0
2012.1,제주도립 김창열미술관,0
2012.1,제주돌문화공원,887
2012.1,제주러브랜드,20160
2012.1,제주목관아지,594
2012.1,제주별빛누리공원,460
2012.1,제주항일기념관,235
2012.1,한라산국립공원,0
2012.1,한림공원,2766
2012.1,항몽 유적지,36
2012.1,해녀 박물관,3626
2012.1,감귤박물관,117
2012.1,기당미술관,11
2012.1,마라해양도립공원,0
2012.1,박물관은살아있다,0
2012.1,산방산,506
2012.1,서귀포도립해양공원,0
2012.1,서귀포자연휴양림,0
2012.1,서복전시관,1908
2012.1,성산일출봉,118394
2012.1,소리섬박물관,0
2012.1,소인국테마파크,964
2012.1,신영영화박물관,0
2012.1,아프리카박물관,0
2012.1,여미지식물원,0
2012.1,이중섭미술관,190
2012.1,익스트림 아일랜드,0
2012.1,일출랜드,3889
2012.1,정방폭포,5110
2012.1,제주민속촌박물관,4785
2012.1,제주조각공원,25
2012.1,제주추사관,20
2012.1,중문주상절리대,28685
2012.1,천제연폭포,14742
2012.1,천지연폭포,33426
2012.1,카멜리아힐,0
2012.1,테디베어뮤지엄,14054
2012.1,퍼시픽랜드,0
2012.1,아쿠아플라넷,0
2012.1,화락원,0
2012.11,(주)제주미니미니랜드,625
2012.11,국립제주박물관,2037
2012.11,도립미술관,0
2012.11,만장굴관광지,7368
2012.11,목석원,0
2012.11,민속자연사박물관,8536
2012.11,비자림,141
2012.11,산굼부리,870
2012.11,삼성혈,4199
2012.11,삼양선사유적지,2
2012.11,생각하는 정원,892
2012.11,절물자연휴양림,0
2012.11,제주도립 김창열미술관,0
2012.11,제주돌문화공원,251
2012.11,제주러브랜드,7770
2012.11,제주목관아지,435
2012.11,제주별빛누리공원,10
2012.11,제주항일기념관,106
2012.11,한라산국립공원,0
2012.11,한림공원,1852
2012.11,항몽 유적지,5
2012.11,해녀 박물관,886
2012.11,감귤박물관,54
2012.11,기당미술관,0
2012.11,마라해양도립공원,0
2012.11,박물관은살아있다,0
2012.11,산방산,900
2012.11,서귀포도립해양공원,0
2012.11,서귀포자연휴양림,6
2012.11,서복전시관,530
2012.11,성산일출봉,72458
2012.11,소리섬박물관,0
2012.11,소인국테마파크,1335
2012.11,신영영화박물관,0
2012.11,아프리카박물관,0
2012.11,여미지식물원,0
2012.11,이중섭미술관,4
2012.11,익스트림 아일랜드,0
2012.11,일출랜드,2585
2012.11,정방폭포,3329
2012.11,제주민속촌박물관,4108
2012.11,제주조각공원,0
2012.11,제주추사관,30
2012.11,중문주상절리대,16606
2012.11,천제연폭포,8514
2012.11,천지연폭포,18530
2012.11,카멜리아힐,0
2012.11,테디베어뮤지엄,19073
2012.11,퍼시픽랜드,0
2012.11,아쿠아플라넷,0
2012.11,화락원,0
2012.12,(주)제주미니미니랜드,358
2012.12,국립제주박물관,1476
2012.12,도립미술관,0
2012.12,만장굴관광지,6556
2012.12,목석원,0
2012.12,민속자연사박물관,10848
2012.12,비자림,148
2012.12,산굼부리,495
2012.12,삼성혈,1901
2012.12,삼양선사유적지,2
2012.12,생각하는 정원,488
2012.12,절물자연휴양림,0
2012.12,제주도립 김창열미술관,0
2012.12,제주돌문화공원,109
2012.12,제주러브랜드,7244
2012.12,제주목관아지,279
2012.12,제주별빛누리공원,175
2012.12,제주항일기념관,42
2012.12,한라산국립공원,0
2012.12,한림공원,729
2012.12,항몽 유적지,0
2012.12,해녀 박물관,3240
2012.12,감귤박물관,92
2012.12,기당미술관,0
2012.12,마라해양도립공원,0
2012.12,박물관은살아있다,0
2012.12,산방산,316
2012.12,서귀포도립해양공원,0
2012.12,서귀포자연휴양림,1
2012.12,서복전시관,373
2012.12,성산일출봉,67834
2012.12,소리섬박물관,0
2012.12,소인국테마파크,676
2012.12,신영영화박물관,0
2012.12,아프리카박물관,0
2012.12,여미지식물원,0
2012.12,이중섭미술관,0
2012.12,익스트림 아일랜드,0
2012.12,일출랜드,1274
2012.12,정방폭포,2288
2012.12,제주민속촌박물관,6838
2012.12,제주조각공원,0
2012.12,제주추사관,7
2012.12,중문주상절리대,14878
2012.12,천제연폭포,7223
2012.12,천지연폭포,12933
2012.12,카멜리아힐,0
2012.12,테디베어뮤지엄,8025
2012.12,퍼시픽랜드,0
2012.12,아쿠아플라넷,0
2012.12,화락원,0
2013.01,(주)제주미니미니랜드,0
2013.01,국립제주박물관,357
2013.01,도립미술관,0
2013.01,만장굴관광지,6159
2013.01,목석원,0
2013.01,민속자연사박물관,15736
2013.01,비자림,61
2013.01,산굼부리,0
2013.01,삼성혈,0
2013.01,삼양선사유적지,2
2013.01,생각하는 정원,0
2013.01,절물자연휴양림,0
2013.01,제주도립 김창열미술관,0
2013.01,제주돌문화공원,97
2013.01,제주러브랜드,0
2013.01,제주목관아지,342
2013.01,제주별빛누리공원,39
2013.01,제주항일기념관,58
2013.01,한라산국립공원,0
2013.01,한림공원,0
2013.01,항몽 유적지,1
2013.01,해녀 박물관,3035
2013.01,감귤박물관,47
2013.01,기당미술관,0
2013.01,마라해양도립공원,0
2013.01,박물관은살아있다,0
2013.01,산방산,140
2013.01,서귀포도립해양공원,0
2013.01,서귀포자연휴양림,5
2013.01,서복전시관,192
2013.01,성산일출봉,52081
2013.01,소리섬박물관,0
2013.01,소인국테마파크,16523
2013.01,신영영화박물관,0
2013.01,아프리카박물관,0
2013.01,여미지식물원,1200
2013.01,이중섭미술관,0
2013.01,익스트림 아일랜드,0
2013.01,일출랜드,1153
2013.01,정방폭포,2289
2013.01,제주민속촌박물관,0
2013.01,제주조각공원,0
2013.01,제주추사관,1
2013.01,중문주상절리대,10953
2013.01,천제연폭포,3920
2013.01,천지연폭포,7774
2013.01,카멜리아힐,0
2013.01,테디베어뮤지엄,0
2013.01,퍼시픽랜드,0
2013.01,아쿠아플라넷,0
2013.01,화락원,0
2013.02,(주)제주미니미니랜드,0
2013.02,국립제주박물관,675
2013.02,도립미술관,0
2013.02,만장굴관광지,5848
2013.02,목석원,0
2013.02,민속자연사박물관,10923
2013.02,비자림,74
2013.02,산굼부리,0
2013.02,삼성혈,0
2013.02,삼양선사유적지,3
2013.02,생각하는 정원,0
2013.02,절물자연휴양림,0
2013.02,제주도립 김창열미술관,0
2013.02,제주돌문화공원,70
2013.02,제주러브랜드,0
2013.02,제주목관아지,750
2013.02,제주별빛누리공원,133
2013.02,제주항일기념관,122
2013.02,한라산국립공원,0
2013.02,한림공원,0
2013.02,항몽 유적지,0
2013.02,해녀 박물관,2399
2013.02,감귤박물관,78
2013.02,기당미술관,0
2013.02,마라해양도립공원,0
2013.02,박물관은살아있다,0
2013.02,산방산,389
2013.02,서귀포도립해양공원,0
2013.02,서귀포자연휴양림,7
2013.02,서복전시관,272
2013.02,성산일출봉,70995
2013.02,소리섬박물관,0
2013.02,소인국테마파크,16523
2013.02,신영영화박물관,0
2013.02,아프리카박물관,0
2013.02,여미지식물원,1200
2013.02,이중섭미술관,5
2013.02,익스트림 아일랜드,0
2013.02,일출랜드,914
2013.02,정방폭포,3084
2013.02,제주민속촌박물관,0
2013.02,제주조각공원,0
2013.02,제주추사관,0
2013.02,중문주상절리대,16995
2013.02,천제연폭포,6493
2013.02,천지연폭포,14186
2013.02,카멜리아힐,0
2013.02,테디베어뮤지엄,0
2013.02,퍼시픽랜드,0
2013.02,아쿠아플라넷,0
2013.02,화락원,0
2013.03,(주)제주미니미니랜드,0
2013.03,국립제주박물관,350
2013.03,도립미술관,0
2013.03,만장굴관광지,9490
2013.03,목석원,0
2013.03,민속자연사박물관,10392
2013.03,비자림,372
2013.03,산굼부리,0
2013.03,삼성혈,0
2013.03,삼양선사유적지,3
2013.03,생각하는 정원,0
2013.03,절물자연휴양림,0
2013.03,제주도립 김창열미술관,0
2013.03,제주돌문화공원,130
2013.03,제주러브랜드,0
2013.03,제주목관아지,442
2013.03,제주별빛누리공원,146
2013.03,제주항일기념관,135
2013.03,한라산국립공원,0
2013.03,한림공원,0
2013.03,항몽 유적지,38
2013.03,해녀 박물관,2418
2013.03,감귤박물관,44
2013.03,기당미술관,0
2013.03,마라해양도립공원,0
2013.03,박물관은살아있다,0
2013.03,산방산,1458
2013.03,서귀포도립해양공원,0
2013.03,서귀포자연휴양림,1
2013.03,서복전시관,306
2013.03,성산일출봉,67368
2013.03,소리섬박물관,0
2013.03,소인국테마파크,16523
2013.03,신영영화박물관,0
2013.03,아프리카박물관,0
2013.03,여미지식물원,2100
2013.03,이중섭미술관,21
2013.03,익스트림 아일랜드,0
2013.03,일출랜드,2057
2013.03,정방폭포,4064
2013.03,제주민속촌박물관,0
2013.03,제주조각공원,0
2013.03,제주추사관,27
2013.03,중문주상절리대,17075
2013.03,천제연폭포,9602
2013.03,천지연폭포,14113
2013.03,카멜리아힐,0
2013.03,테디베어뮤지엄,0
2013.03,퍼시픽랜드,0
2013.03,아쿠아플라넷,0
2013.03,화락원,0
2013.04,(주)제주미니미니랜드,0
2013.04,국립제주박물관,608
2013.04,도립미술관,0
2013.04,만장굴관광지,11067
2013.04,목석원,0
2013.04,민속자연사박물관,23805
2013.04,비자림,410
2013.04,산굼부리,0
2013.04,삼성혈,0
2013.04,삼양선사유적지,21
2013.04,생각하는 정원,0
2013.04,절물자연휴양림,0
2013.04,제주도립 김창열미술관,0
2013.04,제주돌문화공원,348
2013.04,제주러브랜드,0
2013.04,제주목관아지,791
2013.04,제주별빛누리공원,107
2013.04,제주항일기념관,117
2013.04,한라산국립공원,0
2013.04,한림공원,0
2013.04,항몽 유적지,45
2013.04,해녀 박물관,3663
2013.04,감귤박물관,83
2013.04,기당미술관,6
